Der Vorgesetzte gab der Mitarbeiterin eine Rückmeldung zu ihrer hervorragenden Leistung.
Der Vorgesetzte gab der Mitarbeiterin eine Rückmeldung zu ihrer hervorragenden Leistung.
Der Vorgesetzte gab jemandem eine Rückmeldung zu seiner hervorragenden Leistung.
Der Vorgesetzte gab jemandem eine Rückmeldung zu seiner hervorragenden Leistung.
Der Vorgesetzte gab jemandem eine Rückmeldung über seine herausragende Leistung.
Der Mitarbeiter gab dem Vorgesetzten ein Feedback zu seinem Führungsstil.
Der Mitarbeiter gab dem Vorgesetzten Feedback zu ihrem Führungsstil.
Der Mitarbeiter gab dem Vorgesetzten ein Feedback zu seinem Führungsstil.
 Jemand gab dem Vorgesetzten Feedback zu seinem Führungsstil.
 Jemand gab dem Vorgesetzten Feedback zu ihrem Führungsstil.
  Jemand gab dem Vorgesetzten Feedback zu seinem Führungsstil.
Der Ingenieur teilte dem Kunden mit, dass er mehr Zeit für die Fertigstellung des Projekts benötigen würde.
Der Ingenieur teilt dem Kunden mit, dass sie mehr Zeit für das Projekt benötigen wird.
Der Ingenieur teilte dem Kunden mit, dass sie mehr Zeit für das Projekt benötigen würden.
Der Ingenieur teilte jemandem mit, dass er mehr Zeit für die Fertigstellung des Projekts benötigen würde.
Der Ingenieur teilte jemandem mit, dass sie mehr Zeit für die Fertigstellung des Projekts benötigen würde.
Der Ingenieur informierte jemanden, dass er mehr Zeit für das Projekt benötigen würde.
Der Ingenieur teilt dem Kunden mit, dass er alle zukünftigen Zahlungen pünktlich leisten muss.
Der Ingenieur informiert die Kundin, dass sie alle zukünftigen Zahlungen pünktlich leisten muss.
Der Ingenieur informiert den Kunden, dass er alle zukünftigen Zahlungen pünktlich leisten muss.
Der Ingenieur informierte jemanden, dass er alle zukünftigen Zahlungen pünktlich leisten müsse.
Der Ingenieur informierte jemanden, dass sie alle zukünftigen Zahlungen pünktlich leisten müsse.
Der Ingenieur teilte jemandem mit, dass er alle zukünftigen Zahlungen pünktlich leisten müsse.
Der Arbeiter sagt dem Fußgänger, dass er den gesperrten Teil der Straße meiden soll.
Der Arbeiter sagt der Fußgängerin, dass sie den gesperrten Teil der Straße meiden soll.
Der Arbeiter sagte dem Fußgänger, dass er den gesperrten Teil der Straße meiden solle.
Der Arbeiter hat jemandem gesagt, dass er den gesperrten Teil der Straße meiden soll.
Der Arbeiter hat jemandem gesagt, dass sie den gesperrten Teil der Straße meiden soll.
Der Arbeiter sagte jemandem, dass er den gesperrten Teil der Straße meiden solle.
Der Arbeiter sagte dem Fußgänger, dass er den Gehweg so schnell wie möglich reparieren würde.
Der Arbeiter teilt dem Fußgänger mit, dass sie den Bürgersteig so schnell wie möglich repariert.
Der Arbeiter sagte dem Fußgänger, dass sie den Gehweg so schnell wie möglich reparieren würden.
Der Arbeiter sagte zu jemandem, dass er den Bürgersteig so schnell wie möglich reparieren würde.
Der Arbeiter sagte zu jemandem, dass sie den Bürgersteig so schnell wie möglich reparieren würde.
Der Arbeiter sagte zu jemandem, dass sie den Gehweg so schnell wie möglich reparieren würden.
Der Pädagoge trifft sich mit einem Schüler, um seine Schreibfähigkeiten zu besprechen.
Die Erzieherin trifft sich mit einer Schülerin, um ihre Schreibfähigkeiten zu besprechen.
Der Pädagoge trifft sich mit einem Schüler, um dessen Schreibfähigkeiten zu besprechen.
Der Pädagoge trifft sich mit jemandem, um seine Schreibfähigkeiten zu besprechen.
Der Pädagoge traf sich mit jemandem, um ihre Schreibfähigkeiten zu besprechen.
Der Pädagoge traf sich mit jemandem, um dessen Schreibfähigkeiten zu besprechen.
Der Pädagoge trifft sich mit einem Schüler, um seine Benotungsregeln zu besprechen.
Der Pädagoge trifft sich mit einer Schülerin, um ihre Benotungsregeln zu besprechen.
Der Pädagoge trifft sich mit einem Schüler, um dessen Benotungsregeln zu besprechen.
Der Pädagoge trifft sich mit jemandem, um seine Benotungsregeln zu besprechen.
Die Lehrkraft trifft sich mit jemandem, um ihre Benotungsregeln zu besprechen.
Die Erzieherin trifft sich mit jemandem, um ihre Benotungspolitik zu besprechen.
Der Angestellte gab dem Kunden Unterlagen, die er ausfüllen sollte.
Der Angestellte gab dem Kunden Unterlagen zum Ausfüllen.
Der Angestellte gab dem Kunden Unterlagen zum Ausfüllen mit.
Der Angestellte hat jemandem Papiere zum Ausfüllen gegeben.
Der Angestellte hat jemandem Papiere zum Ausfüllen gegeben.
Der Angestellte hat jemandem Papiere zum Ausfüllen gegeben.
Der Angestellte gab dem Kunden die Papiere, die er nach dem Ausfüllen zurückgeben sollte.
Der Angestellte hat dem Kunden Papiere ausgehändigt, die er nach dem Ausfüllen an sie zurückschicken sollte.
Der Angestellte hat dem Kunden Papiere ausgehändigt, die er nach dem Ausfüllen an den Kunden zurückgeben sollte.
Der Angestellte hat jemandem Papiere ausgehändigt, die er nach Erledigung an ihn zurückgeben sollte.
Der Angestellte hat jemandem Papiere ausgehändigt, die er nach Erledigung an sie zurückgeben sollte.
Der Sachbearbeiter hat jemandem Papiere ausgehändigt, die er nach Erledigung an ihn zurückgeben sollte.
Der Betreuer teilte dem Patienten mit, dass er von Berufs wegen verpflichtet sei, bestimmte Angelegenheiten zu melden.
Der Betreuer teilte der Patientin mit, dass sie von Berufs wegen verpflichtet sei, über bestimmte Probleme zu berichten.
Der Berater teilte dem Patienten mit, dass er beruflich verpflichtet sei, über bestimmte Angelegenheiten zu berichten.
Der Berater teilte jemandem mit, dass er von Berufs wegen zur Meldung bestimmter Angelegenheiten verpflichtet sei.
Der Berater teilte jemandem mit, dass sie von Berufs wegen zur Meldung bestimmter Angelegenheiten verpflichtet sei.
Der Berater teilte jemandem mit, dass er von Berufs wegen zur Meldung bestimmter Angelegenheiten verpflichtet sei.
Der Patient teilte dem Berater mit, dass er eine Vorgeschichte von Drogenmissbrauch hat.
Der Patient teilte dem Betreuer mit, dass sie eine Vorgeschichte von Drogenmissbrauch hat.
Der Patient teilte dem Berater mit, dass er eine Vorgeschichte von Drogenmissbrauch hat.
 Jemand teilte dem Berater mit, dass er eine Vorgeschichte von Drogenmissbrauch hat.
 Jemand teilte dem Berater mit, dass sie eine Vorgeschichte von Drogenmissbrauch hat.
 Jemand teilte dem Berater mit, dass er eine Vorgeschichte von Drogenmissbrauch hat.
Der Hauseigentümer fragte den Inspektor, ob das Haus, das er gekauft hatte, baulich einwandfrei sei.
Der Hauseigentümer fragt den Inspektor, ob das Haus, das sie gekauft hat, baulich einwandfrei ist.
Der Hauseigentümer fragt den Inspektor, ob das Haus, das er gekauft hat, baulich einwandfrei ist.
 Jemand fragte den Inspektor, ob das Haus, das er gekauft hatte, statisch einwandfrei sei.
 Jemand fragte den Inspektor, ob das Haus, das sie gekauft hatte, statisch einwandfrei sei.
 Jemand fragte den Inspektor, ob das Haus, das er gekauft hatte, statisch einwandfrei sei.
Der Hauseigentümer fragte den Inspektor, ob er irgendwelche Verstöße gegen die Bauvorschriften festgestellt habe.
Der Hausbesitzer fragte den Inspektor, ob sie irgendwelche Verstöße gegen die Bauvorschriften festgestellt habe.
Der Hauseigentümer fragt den Inspektor, ob er Verstöße gegen die Bauvorschriften entdeckt habe.
 Jemand fragte den Inspektor, ob er Verstöße gegen die Bauvorschriften entdeckt habe.
 Jemand fragte den Inspektor, ob sie Verstöße gegen die Bauvorschriften entdeckt habe.
 Jemand fragte den Inspektor, ob er Verstöße gegen die Bauvorschriften entdeckt habe.
Der Mechaniker rief an, um dem Kunden mitzuteilen, dass sein Auto morgen früh fertig sein würde.
Der Mechaniker rief an, um der Kundin mitzuteilen, dass ihr Auto morgen früh fertig sei.
Der Mechaniker rief an, um dem Kunden mitzuteilen, dass sein Auto morgen früh fertig sein würde.
Der Mechaniker rief an, um jemandem mitzuteilen, dass sein Auto morgen früh fertig sein würde.
Der Mechaniker rief an, um jemandem mitzuteilen, dass sein Auto morgen früh fertig sein würde.
Der Mechaniker rief an, um jemandem mitzuteilen, dass sein Auto morgen früh fertig sein würde.
Der Mechaniker rief an, um dem Kunden mitzuteilen, dass er die Reparatur abgeschlossen hat.
Der Mechaniker rief an, um der Kundin mitzuteilen, dass sie die Reparatur abgeschlossen hat.
Der Mechaniker rief an, um dem Kunden mitzuteilen, dass er die Reparatur abgeschlossen hat.
Der Mechaniker rief an, um jemanden zu informieren, dass er die Reparatur abgeschlossen hat.
Der Mechaniker rief an, um mitzuteilen, dass sie die Reparatur abgeschlossen hat.
Der Mechaniker rief an, um mitzuteilen, dass er die Reparatur abgeschlossen hat.
Der Kunde bittet darum, den Geschäftsführer zu sprechen, weil er den Rechnungsfehler beheben kann.
Der Kunde bittet darum, mit dem Manager zu sprechen, weil sie den Abrechnungsfehler beheben kann.
Der Kunde bat darum, mit dem Manager zu sprechen, weil dieser den Rechnungsfehler beheben könne.
  Jemand bat darum, mit dem Manager zu sprechen, weil er den Abrechnungsfehler beheben könnte.
 Jemand bat darum, den Manager zu sprechen, weil sie den Fehler beheben könnte.
 Jemand bat darum, den Manager zu sprechen, weil er den Fehler in der Rechnung beheben kann.
Der Kunde bat darum, den Manager zu sprechen, weil er den Rechnungsfehler schnell beheben wollte.
Der Kunde bat darum, den Geschäftsführer zu sprechen, weil er den Fehler schnell beheben wollte.
Der Kunde bat darum, den Manager zu sprechen, weil er den Fehler in der Rechnung schnell beheben wollte.
  Jemand wollte den Geschäftsführer sprechen, weil er den Fehler in der Rechnung schnell beheben wollte.
 Jemand wollte den Manager sprechen, weil sie den Fehler in der Rechnung schnell beheben wollte.
 Jemand wollte mit dem Manager sprechen, weil er den Abrechnungsfehler schnell beheben wollte.
Der Teenager hat sich dem Therapeuten anvertraut, weil er vertrauenswürdig schien.
Der Teenager hat sich dem Therapeuten anvertraut, weil sie vertrauenswürdig erschien.
Der Jugendliche hat sich dem Therapeuten anvertraut, weil er ihm vertrauenswürdig erschien.
 Jemand vertraute sich dem Therapeuten an, weil er vertrauenswürdig erschien.
 Jemand vertraute sich der Therapeutin an, weil sie vertrauenswürdig erschien.
 Jemand vertraute sich dem Therapeuten an, weil er vertrauenswürdig erschien.
Der Teenager hat sich dem Therapeuten anvertraut, weil er emotionale Unterstützung suchte.
Der Teenager vertraute sich dem Therapeuten an, weil sie emotionale Unterstützung suchte.
Der Teenager vertraute sich dem Therapeuten an, weil er emotionale Unterstützung suchte.
 Jemand hat sich dem Therapeuten anvertraut, weil er emotionale Unterstützung suchte.
 Jemand vertraute sich dem Therapeuten an, weil sie emotionale Unterstützung suchte.
 Jemand vertraute sich dem Therapeuten an, weil er emotionale Unterstützung suchte.
Der Student überreichte dem Verwalter eine Petition, die er organisiert hatte.
Die Studentin überreichte dem Verwalter eine Petition, die sie organisiert hatte.
Der Student überreichte dem Verwalter eine Petition, die er organisiert hatte.
  Jemand überreichte dem Verwalter eine Petition, die er organisiert hatte.
  Jemand überreichte dem Verwalter eine Petition, die sie organisiert hatte.
  Jemand überreichte dem Verwalter eine Petition, die er organisiert hatte.
Der Student überreichte dem Verwalter eine Petition, die ihm nicht bekannt war.
Die Studentin überreichte dem Verwalter eine Petition, die sie nicht kannte.
Der Student überreichte dem Verwalter eine Petition, die er nicht kannte.
  Jemand überreichte dem Verwalter eine Petition, die er nicht kannte.
  Jemand überreichte der Verwalterin eine Petition, die sie nicht kannte.
  Jemand überreichte dem Verwalter eine Petition, die er nicht kannte.
Der Kunde fragt den Verkäufer, ob er ihm die Preise der einzelnen Produkte erklären kann.
Der Kunde fragt die Verkäuferin, ob sie die Preise der einzelnen Produkte erläutern kann.
Der Kunde fragt den Verkäufer, ob er die Preise der einzelnen Produkte erläutern kann.
 Jemand fragt den Verkäufer, ob er die Preise der einzelnen Produkte erläutern kann.
  Jemand fragte die Verkäuferin, ob sie die Preise der einzelnen Produkte erläutern könne.
  Jemand fragt die Verkäuferin, ob sie die Preise der einzelnen Produkte erklären kann.
Der Kunde fragt die Verkäuferin, ob er einen zusätzlichen Rabatt erhalten kann.
Der Kunde fragt die Verkäuferin, ob sie für einen zusätzlichen Rabatt in Frage kommt.
Der Kunde fragt den Verkäufer, ob er für einen zusätzlichen Rabatt in Frage käme.
 Jemand fragt die Verkäuferin, ob er für einen zusätzlichen Rabatt in Frage kommt.
  Jemand fragte die Verkäuferin, ob sie für einen zusätzlichen Rabatt in Frage käme.
  Jemand fragte die Verkäuferin, ob sie für einen zusätzlichen Rabatt in Frage käme.
Der Besucher fragt die Empfangsdame, ob er sich anmelden muss.
Der Besucher fragt die Empfangsdame, ob sie sich anmelden muss.
Der Besucher fragt die Empfangsdame, ob er sich anmelden muss.
 Jemand fragte die Empfangsdame, ob er sich anmelden müsse.
  Jemand fragte die Empfangsdame, ob sie sich anmelden müsse.
  Jemand fragte die Empfangsdame, ob sie sich anmelden müsse.
Der Besucher fragt die Empfangsdame, ob er abschätzen kann, wie lange die Wartezeit sein wird.
Der Besucher fragt die Empfangsdame, ob sie abschätzen kann, wie lange die Wartezeit sein wird.
Der Besucher fragt die Empfangsdame, ob sie die voraussichtliche Dauer der Wartezeit abschätzen kann.
 Jemand fragte die Empfangsdame, ob er die Wartezeit abschätzen könne.
  Jemand fragt die Empfangsdame, ob sie die Dauer der Wartezeit abschätzen kann.
  Jemand fragte die Empfangsdame, ob sie die Dauer der Wartezeit abschätzen könne.
Die Bibliothekarin half dem Kind, ein Buch auszusuchen, weil es nicht wusste, was es lesen sollte.
Die Bibliothekarin half dem Kind, ein Buch auszusuchen, weil es nicht wusste, was es lesen sollte.
Die Bibliothekarin half dem Kind, ein Buch auszusuchen, weil es nicht wusste, was es lesen sollte.
Die Bibliothekarin hat jemandem geholfen, ein Buch auszusuchen, weil er nicht wusste, was er lesen sollte.
Die Bibliothekarin hat jemandem geholfen, ein Buch auszusuchen, weil sie nicht wusste, was sie lesen sollte.
Die Bibliothekarin hat jemandem geholfen, ein Buch auszusuchen, weil er nicht wusste, was er lesen sollte.
Der Bibliothekar half dem Kind bei der Auswahl eines Buches, weil er es gerne zum Lesen anregen wollte.
Die Bibliothekarin half dem Kind bei der Auswahl eines Buches, weil sie es gerne zum Lesen anregen wollte.
Die Bibliothekarin half dem Kind bei der Auswahl eines Buches, weil sie es gerne zum Lesen anregen wollte.
Der Bibliothekar half jemandem bei der Auswahl eines Buches, weil er gerne zum Lesen anregt.
Die Bibliothekarin half jemandem bei der Auswahl eines Buches, weil sie gerne zum Lesen anregt.
Der Bibliothekar hat jemandem bei der Auswahl eines Buches geholfen, weil er ihn zum Lesen anregen wollte.
Der Berater hat sich mit dem Ratsuchenden getroffen, weil er sich über Bewerbungen informieren wollte.
Die Beraterin hat sich mit der Ratsuchenden getroffen, weil sie sich über Bewerbungen beraten lassen wollte.
Der Berater hat sich mit der Ratsuchenden getroffen, weil sie sich über Bewerbungen beraten lassen wollte.
Die Beraterin hat sich mit jemandem getroffen, weil er sich über Bewerbungen beraten lassen wollte.
Die Beraterin hat sich mit jemandem getroffen, weil sie sich über Bewerbungen beraten lassen wollte.
Der Berater hat sich mit jemandem getroffen, weil er sich über Bewerbungen beraten lassen wollte.
Der Berater hat sich mit dem Ratsuchenden getroffen, weil er ihm Ratschläge für Bewerbungen geben wollte.
Die Beraterin hat sich mit der Ratsuchenden getroffen, weil sie Ratschläge für Bewerbungen geben wollte.
Der Berater hat sich mit dem Ratsuchenden getroffen, weil er ihn zu Bewerbungen beraten wollte.
Die Beraterin hat sich mit jemandem getroffen, weil er Ratschläge für Bewerbungen geben wollte.
Die Beraterin hat sich mit jemandem getroffen, weil sie Ratschläge für Bewerbungen geben wollte.
Der Berater hat sich mit jemandem getroffen, weil er Ratschläge für Bewerbungen geben wollte.
Die Apothekerin sagte dem Patienten, dass er die Tabletten mit dem Essen einnehmen sollte.
Die Apothekerin sagte der Patientin, dass sie die Tabletten mit dem Essen einnehmen sollte.
Der Apotheker sagte dem Patienten, er solle die Tabletten mit dem Essen einnehmen.
Der Apotheker hat jemandem gesagt, er solle die Tabletten mit dem Essen einnehmen.
Der Apotheker hat jemandem gesagt, dass sie die Tabletten mit dem Essen einnehmen soll.
Der Apotheker hat jemandem gesagt, er solle die Tabletten mit dem Essen einnehmen.
Der Apotheker sagte der Patientin, dass er die Einnahme der Tabletten mit dem Essen empfehle.
Die Apothekerin sagte der Patientin, dass sie die Tabletten mit dem Essen einnehmen sollte.
Der Apotheker sagte dem Patienten, dass sie die Einnahme der Tabletten mit dem Essen empfehlen.
Die Apothekerin sagte jemandem, dass er die Einnahme der Tabletten mit dem Essen empfahl.
Die Apothekerin sagte jemandem, dass sie die Einnahme der Tabletten mit dem Essen empfahl.
Die Apothekerin hat jemandem gesagt, dass sie die Einnahme der Tabletten mit dem Essen empfohlen hat.
Der Hausmeister warnte das Kind, nicht auf den nassen Boden zu treten, da es sonst stürzen und sich verletzen könnte.
Der Hausmeister warnte das Kind, nicht auf den nassen Boden zu treten, da es sonst stürzen und sich verletzen könnte.
Der Hausmeister warnte das Kind, nicht auf den nassen Boden zu treten, da es sonst stürzen und sich verletzen könnte.
Der Hausmeister hat jemanden gewarnt, nicht auf den nassen Boden zu treten, da er sonst stürzen und sich verletzen könnte.
Der Hausmeister hat jemanden gewarnt, nicht auf den nassen Boden zu treten, da sie sonst stürzen und sich verletzen könnte.
Der Hausmeister warnte jemanden, nicht auf den nassen Boden zu treten, da er sonst stürzen und sich verletzen könnte.
Der Hausmeister warnte das Kind, nicht auf den nassen Boden zu treten, da er ihn sonst noch einmal wischen müsste.
Der Hausmeister warnte das Kind, nicht auf den nassen Boden zu treten, da es ihn sonst noch einmal wischen müsste.
Der Hausmeister warnte das Kind, nicht auf den nassen Boden zu treten, da sie ihn sonst noch einmal wischen müssten.
Der Hausmeister warnte jemanden, nicht auf den nassen Boden zu treten, da er ihn sonst noch einmal wischen müsste.
Der Hausmeister warnte jemanden, nicht auf den nassen Boden zu treten, da sie ihn sonst noch einmal wischen müsste.
Der Hausmeister warnte jemanden, nicht auf den nassen Boden zu treten, da er ihn sonst noch einmal wischen müsste.
Der Psychologe bittet den Patienten, einen Fragebogen auszufüllen, damit er eine erste Einschätzung vornehmen kann.
Die Psychologin bittet den Patienten, einen Fragebogen auszufüllen, damit sie eine erste Einschätzung vornehmen kann.
Der Psychologe bittet den Patienten, einen Fragebogen auszufüllen, um eine vorläufige Beurteilung vornehmen zu können.
Der Psychologe bittet jemanden, einen Fragebogen auszufüllen, damit er eine vorläufige Beurteilung vornehmen kann.
Die Psychologin hat jemanden gebeten, einen Fragebogen auszufüllen, damit sie eine vorläufige Beurteilung vornehmen kann.
Der Psychologe bittet jemanden, einen Fragebogen auszufüllen, um eine vorläufige Beurteilung vornehmen zu können.
Der Psychologe bittet den Patienten, einen Fragebogen auszufüllen, damit er schnell beurteilt werden kann.
Der Psychologe bittet die Patientin, einen Fragebogen auszufüllen, damit sie schnell eingeschätzt werden kann.
Der Psychologe bittet den Patienten, einen Fragebogen auszufüllen, damit er schnell eingeschätzt werden kann.
Der Psychologe hat jemanden gebeten, einen Fragebogen auszufüllen, damit er schnell beurteilt werden kann.
Der Psychologe hat jemanden gebeten, einen Fragebogen auszufüllen, damit sie schnell beurteilt werden kann.
Der Psychologe rät jemandem, einen Fragebogen auszufüllen, damit er schnell beurteilt werden kann.
Der Arzt warnte den Patienten, dass er sich mehr ausruhen müsse.
Der Arzt ermahnt die Patientin, dass sie sich mehr ausruhen sollte.
Der Arzt warnte den Patienten, dass er sich mehr ausruhen müsse.
Der Arzt warnte jemanden, dass er sich mehr ausruhen müsse.
Der Arzt warnte jemanden, dass sie sich mehr ausruhen müsse.
Der Arzt hat jemanden gewarnt, dass er sich mehr ausruhen sollte.
Der Arzt warnte die Patientin, dass er ihr nicht ohne Bedenken eine höhere Dosis verschreiben könne.
Der Arzt warnte die Patientin, dass sie nicht gefahrlos eine höhere Dosis verschreiben könne.
Der Arzt hat den Patienten gewarnt, dass er ihm nicht gefahrlos eine höhere Dosis verschreiben kann.
Der Arzt hat jemanden gewarnt, dass er nicht gefahrlos eine höhere Dosis verschreiben kann.
Der Arzt hat jemanden gewarnt, dass sie nicht gefahrlos eine höhere Dosis verschreiben kann.
Der Arzt warnte jemanden, dass er nicht gefahrlos eine höhere Dosis verschreiben könne.
Der Zimmermann sagte dem Schaulustigen, dass er sich mindestens dreißig Meter von der Baustelle entfernen müsse.
Der Zimmermann sagte der Zuschauerin, dass sie sich mindestens dreißig Meter von der Baustelle entfernen müsse.
Der Zimmermann sagte dem Schaulustigen, dass sie mindestens dreißig Meter von der Baustelle entfernt stehen müssten.
Der Zimmermann sagte zu jemandem, dass er mindestens dreißig Fuß von der Baustelle entfernt stehen müsse.
Der Zimmermann sagte zu jemandem, dass sie sich mindestens dreißig Fuß von der Baustelle entfernen müsse.
Der Zimmermann sagte zu jemandem, dass er sich mindestens dreißig Meter von der Baustelle entfernen müsse.
Der Zimmermann erzählt dem Schaulustigen, dass er seit drei Wochen an dem Haus gearbeitet hat.
Der Zimmermann erzählt dem Schaulustigen, dass sie seit drei Wochen an dem Haus arbeitet.
Der Zimmermann erzählt dem Schaulustigen, dass sie seit drei Wochen an dem Haus arbeiten.
Der Zimmermann erzählte jemandem, dass er seit drei Wochen an dem Haus arbeitet.
Der Zimmermann erzählte jemandem, dass sie drei Wochen lang an dem Haus gearbeitet habe.
Der Zimmermann erzählte jemandem, dass sie seit drei Wochen an dem Haus gearbeitet hätten.
Die Krankenschwester teilte dem Patienten mit, dass seine Schicht in einer Stunde enden würde.
Die Krankenschwester teilt der Patientin mit, dass ihre Schicht in einer Stunde zu Ende ist.
Die Krankenschwester teilt dem Patienten mit, dass seine Schicht in einer Stunde zu Ende ist.
Die Krankenschwester teilt jemandem mit, dass seine Schicht in einer Stunde endet.
Die Krankenschwester teilt jemandem mit, dass ihre Schicht in einer Stunde endet.
Die Krankenschwester teilt jemandem mit, dass seine Schicht in einer Stunde zu Ende ist.
Die Krankenschwester teilt dem Patienten mit, dass ihm in einer Stunde Blut abgenommen wird.
Die Krankenschwester teilt der Patientin mit, dass ihr in einer Stunde Blut abgenommen wird.
Die Krankenschwester teilt dem Patienten mit, dass ihm in einer Stunde Blut abgenommen wird.
Die Krankenschwester teilt jemandem mit, dass ihm in einer Stunde Blut abgenommen wird.
Die Krankenschwester benachrichtigt jemanden, dass ihr in einer Stunde Blut abgenommen wird.
Die Krankenschwester teilte jemandem mit, dass ihm in einer Stunde Blut abgenommen werden würde.
Der Ermittler wollte den Zeugen persönlich befragen, aber er war nicht zu erreichen.
Der Ermittler wollte die Zeugin persönlich befragen, aber sie war nicht zu erreichen.
Der Ermittler wollte den Zeugen persönlich befragen, aber der Zeuge war unerreichbar.
Der Ermittler wollte jemanden persönlich befragen, aber er war unerreichbar.
Der Ermittler wollte jemanden persönlich befragen, aber sie war unerreichbar.
Der Ermittler wollte jemanden persönlich befragen, aber die Person war nicht erreichbar.
Der Ermittler wollte den Zeugen persönlich befragen, konnte aber keinen Kontakt zu ihm herstellen.
Der Ermittler wollte die Zeugin persönlich befragen, aber sie konnte keinen Kontakt aufnehmen.
Der Ermittler wollte den Zeugen persönlich befragen, konnte aber keinen Kontakt zu ihm herstellen.
Der Ermittler wollte jemanden persönlich befragen, konnte aber keinen Kontakt herstellen.
Der Ermittler wollte jemanden persönlich befragen, aber sie konnte keinen Kontakt herstellen.
Der Ermittler wollte jemanden persönlich befragen, aber es war nicht möglich, mit ihm Kontakt aufzunehmen.
Der Kunde hat dem Barkeeper ein großes Trinkgeld gegeben, weil er sich großzügig fühlte.
Der Kunde hat dem Barkeeper ein großes Trinkgeld gegeben, weil er sich großzügig fühlte.
Der Kunde hat dem Barkeeper ein großes Trinkgeld gegeben, weil er sich großzügig fühlte.
 Jemand hat dem Barkeeper ein großes Trinkgeld gegeben, weil er sich großzügig fühlte.
 Jemand gab dem Barkeeper ein großes Trinkgeld, weil sie sich großzügig fühlte.
 Jemand hat dem Barkeeper ein großes Trinkgeld gegeben, weil er sich großzügig fühlte.
Der Kunde gab dem Barkeeper ein großes Trinkgeld, weil er das Getränk sehr stark gemacht hatte.
Der Kunde gab der Barkeeperin ein großes Trinkgeld, weil sie das Getränk sehr stark gemacht hatte.
Der Kunde gab dem Barkeeper ein großes Trinkgeld, weil er das Getränk sehr stark gemacht hatte.
 Jemand gab dem Barkeeper ein großes Trinkgeld, weil er das Getränk sehr stark gemacht hatte.
 Jemand gab der Barkeeperin ein großes Trinkgeld, weil sie das Getränk sehr stark gemacht hatte.
 Jemand gab dem Barkeeper ein großes Trinkgeld, weil er das Getränk sehr stark gemacht hatte.
Der Patient wurde an den Spezialisten überwiesen, weil er eine seltene Hautkrankheit hatte.
Die Patientin wurde an den Spezialisten überwiesen, weil sie eine seltene Hautkrankheit hatte.
Der Patient wurde an den Spezialisten überwiesen, weil er eine seltene Hautkrankheit hatte.
 Jemand wurde an den Spezialisten überwiesen, weil er eine seltene Hautkrankheit hatte.
 Jemand wurde an den Spezialisten überwiesen, weil sie eine seltene Hautkrankheit hatte.
  Jemand wurde an den Spezialisten überwiesen, weil er eine seltene Hautkrankheit hat.
Der Patient wurde an den Spezialisten überwiesen, weil er Kenntnisse über seltene Hautkrankheiten hat.
Die Patientin wurde an den Spezialisten überwiesen, weil sie sich mit seltenen Hautkrankheiten auskennt.
Der Patient wurde an den Facharzt überwiesen, weil er sich mit seltenen Hautkrankheiten auskennt.
 Jemand wurde an den Spezialisten überwiesen, weil er sich mit seltenen Hautkrankheiten auskennt.
 Jemand wurde an den Spezialisten überwiesen, weil sie Kenntnisse über seltene Hautkrankheiten hatte.
  Jemand wurde an den Spezialisten überwiesen, weil er Kenntnisse über seltene Hautkrankheiten hatte.
